candidate_id,question_number,subject,topic,sub_topic,matched_keywords,question_excerpt
2242,4,Unclassified,Unclassified,Unclassified,,"¾hkçkkyku yu fuÕþeÞ{ fkçkkouLkuxLkwt çktÄkÞu÷wt (cemented) yLku Mk¾ík {k¤¾wt Au. (A) 1, 2, 3 yLku 4 (B) {kºk 2 yLku 3 (C) {kºk 2 yLku 4 (D) {kºk 1, 2 yLku 4"
2243,3,Unclassified,Unclassified,Unclassified,,"ËrûkýLkk hkßÞkuLkk ËrhÞkfktXkLkk ûkuºkku yu Wå[ ¼qM¾÷Lk MktðuËLkþe÷ ÍkuLk{kt ykðu Au. (A) {kºk 1 (B) {kºk 1 yLku 3 (C) 1, 2 yLku 3 (D) {kºk 2 yLku 3"
2244,4,Unclassified,Unclassified,Unclassified,,"¼khík rðïLke 18% ðMíke Ähkðíkku Ëuþ Au, Ãkhtíkw íku rðïLkk «kÚkr{f QòoLkku {kºk 6% WÃkÞkuøk fhu Au. (A) {kºk 1, 2 yLku 3 (B) {kºk 1, 3 yLku 4 (C) {kºk 2, 3 yLku 4 (D) 1, 2, 3 yLku 4"
2245,57,Unclassified,Unclassified,Unclassified,,ÃkhkuZ yLku MktrÄfk¤Lkku Mk{Þøkk¤ku .......... ¾kíku MkkiÚkw ðÄw nkuÞ Au. (A) rð»kwðð]¥k (B) ykfoxef / yuLxkfoxef ð]¥k (C) W»ý frxçktÄeÞ «Ëuþku (D) Äúwðku
2246,58,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞwt s¤ ûkuºk yu MkkiÚke ðÄw ûkkhíkk Ähkðu Au ? (A) {]ík Mk{wÿ (Dead Sea) (B) {kuLkku ÷uf (Mono Lake) (C) økúux MkkuÕx ÷uf (Great Salt Lake) (D) hkíkku Mk{wÿ (Red Sea)
2247,4,Unclassified,Unclassified,Unclassified,,"Mxkufnku{ Mkt{u÷Lk – rLkhtíkh fkçkorLkf «Ëq»kfkuLkk WíÃkkËLk yLku WÃkÞkuøk Ãkh rLkÞtºký (A) {kºk 1 yLku 3 (B) 1, 2, 3 yLku 4 (C) {kºk 1, 2 yLku 4 (D) {kºk 2, 3 yLku 4 CSP – 2 – MASTER] 20 [Contd. M"
2248,60,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fE LkËe zktøk{kt ðnuíke LkÚke ? (A) Ãkqýko (B) ytrçkfk (C) økehk (D) Ãkkh
2249,3,Unclassified,Unclassified,Unclassified,,"hkßÞyu íkuLkk fw÷ çksuxLkk 4.5% f]r»k ûkuºk {kxu Vk¤ÔÞk Au. (A) {kºk 1 yLku 2 (B) {kºk 2 yLku 3 (C) {kºk 1 yLku 3 (D) 1, 2 yLku 3"
2250,62,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞk ykiãkurøkf/ykŠÚkf fkuhezkuh «kusuõx {kxu ¼khík Mkhfkh îkhk MktÃkqýoÃkýu ¼tzku¤ Ãkqhwt Ãkkzðk{kt ykðu÷ Au ? (A) rËÕne - {wtçkE (C) rðÍkøk (Vizag) - [uLLkkE (B) y{]íkMkh - fku÷fíkk (D) çkUøkk÷qY - {wtçkE
2251,4,Unclassified,Unclassified,Unclassified,,"økkuËkðhe - fkufkuLkwt ðkðuíkh (A) {kºk 1 yLku 3 (B) {kºk 2 yLku 4 (C) {kºk 1, 2 yLku 4 (D) 1, 2, 3 yLku 4"
2252,64,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,{nkMkkøkhkuLkk ûkkhíkkLke Mkq[f ÃkæÄrík fE Au ? (A) Ëh þíkfLkk ¼køk (Parts per hundred (%)) (B) Ëh økúk{Lkk ¼køk (Parts per gram (g)) (C) Ëh ½Lk {exhLkk ¼køk (Parts per cubic meter (m3)) (D) Ëh nòhLkk ¼køk (Parts per thousand (%0))
2253,65,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,"¼khík{kt ðk½Lke ðMíke økýíkhe fkuý fhu Au ? (A) ÃkÞkoðhý, ðLk yLku nðk{kLk ÃkrhðíkoLk {tºkk÷Þ (B) hk»xÙeÞ ðk½ Mkthûký Mk¥kkrÄfkh (C) hkßÞ Mkhfkhku (D) ðÕzoðkEz Vtz Vkuh Lku[h-ELzeÞk (Worldwide Fund for Nature - India)"
2254,66,Economy of India and Gujarat,Agriculture and rural economy,crop-irrigation-farming,irrigation,"rð&ðLkku MkkiÚke ÷ktçkku çknw MíkheÞ, çknw nuíkwf (ÃktÃk) ®Mk[kE (lift irrigation) «kusuõx ‘fk÷uïh{’ .......... LkËeykuLkk Mktøk{ ®çkËwyuÚke þY ÚkkÞ Au. (A) økkuËkðhe yLku «ýkrníkk (C) økkuËkðhe yLku ÃkuLkøktøkk (B) økkuËkðhe yLku ðÄko (D) økkuËkðhe yLku ðiLkøktøkk"
2255,3,Unclassified,Unclassified,Unclassified,,"ç÷uf nku÷ rðþuLkku «Úk{ðkh ÏÞk÷ ykEÍuf LÞqxLku hsq fÞkuo. (A) {kºk 1 yLku 3 (B) {kºk 2 yLku 3 (C) {kºk 1 yLku 2 CSP – 2 – MASTER] 22 (D) 1, 2 yLku 3 [Contd. M"
2256,68,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,Lke[uLkk Ãkife fE rðïLke MkkiÚke ÷ktçke Mkíkík Ãkðoík{k¤k (longest continuous mountain chain) Au ? (A) hkufeÍ (B) yuLzeÍ (C) økúux zeðkEzªøk hUs (D) rn{k÷Þ
2257,69,Unclassified,Unclassified,Unclassified,,ðku÷uMk hu¾k yu .......... Au. (A) ¼khík yLku LkuÃkk¤ ðå[uLke yktíkhhk»xÙeÞ rð¼ksLk hu¾k (B) íkxeÞ {uËkLkkuLku ËrûkýLkk Wå[«ËuþÚke swËe Ãkkzíke hu¾k (C) Ërûký Ãkqðo yurþÞk yLku ykuMxÙur÷ÞkLke rðrþü ðLkMÃkrík yLku «kýe Mk]rüLku yLku ykuMxÙur÷ÞkLku swËe Ãkkzíke hu¾k (D) yux÷ktrxf y
2258,70,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife {nkMkkøkhLkku fÞku «ðkn yu ®nË {nkMkkøkh MkkÚku MktçktrÄík Au ? (A) yuÕÞwrþÞLk «ðkn (B) fuLkheÍ «ðkn (C) yøkwÕnkMk «ðkn (D) çkuLøÞw÷k «ðkn
2259,71,Unclassified,Unclassified,Unclassified,,Ãkkuxoç÷uhLke hksÄkLke yu yktËk{kLk y™u rLkfkuçkkhLkk fÞk rîÃk{kt ykðu÷e Au ? (A) W¥kh yktËk{kLk (B) {æÞ yktËk{kLk (C) Ërûký yktËk{kLk (D) ÷½w yktËk{kLk (Little Andaman)
2260,72,Unclassified,Unclassified,Unclassified,,"ÞkËe-I Lku ÞkËe-II MkkÚku òuzku. ÞkËe-I a. ç÷z huLk (Blood Rain) b. {uEÍ huLk (Maize Rain) c. {Uøkku Mkkðh (Mango Shower) d. Ã÷Bçk huLk (Plum Rain) (A) a - 1, b - 2, c - 3, d - 4 (C) a - 2, b - 3, c - 4, d - 1 ÞkËe-II"
2261,4,Unclassified,Unclassified,Unclassified,,"ykr£fk (B) a - 3, b - 4, c - 1, d - 2 (D) a - 4, b - 3, c - 2, d - 1"
2262,73,Unclassified,Unclassified,Unclassified,,"Lke[uLkk Ãkife fÞwt rðÄkLk / fÞkt rðÄkLkku Mkk[wt / Mkk[kt Au ? (A) Ãk]ÚðeLkk Ärh¼ú{ýÚke WíÃkLLk Úkíkk çk¤Lku yûk¼ú{ý çk¤ fnuðkÞ Au. (B) rð»kwðð]¥k Ãkh yûk¼ú{ý çk¤ nkuíkwt LkÚke, Ãkhtíkw su{ Äúwð íkhV sEyu íku{ ¢{þ: ðÄíkwt òÞ Au. (C) WÃkhLkk (A) yLku (B) çktLku Mkk[kt Au. (D) (A)"
2263,74,Unclassified,Unclassified,Unclassified,,r[Õfk Mkhkuðh yu .......... ¾kíku ÂMÚkík Au. (A) W¥kh Mkehfkh ËrhÞkfktXu (B) fkuhku{ktz÷ ËrhÞkfktXu (C) {÷çkkh ËrhÞkfktXu (D) WÃkhLkk Ãkife fkuE Lknª
2264,75,Geography,Physical geography,earth-climate-ocean-disaster,soil,¼usÞwõík (ykÿo) W»ý frxçktÄeÞ yLku rð»kwðð]¥keÞ ûkuºkLke s{eLk .......... fnuðkÞ Au. (A) [uhLkkusu{ s{eLk (Chernozem soil) (B) [uMxLkx s{eLk (Chestnut soil) (C) nu÷ku{kuhVef s{eLk (Halomorphic soil) (D) ÷uxuhkEx s{eLk (Lateritic soil) CSP – 2 – MASTER] 24 [Contd. M
2265,76,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞwt rðÄkLk / fÞk rðÄkLkku Mkk[wt / Mkk[kt Au ? (A) rðï{kt ¼khík MkkiÚke ðÄw ÚkkurhÞ{ yLkk{ík Ähkðu Au. (B) ÚkkurhÞ{ yu {kuLkkÍkEx huíke{kt çknku¤k «{ký{kt WÃk÷çÄ Au. (C) (A) yLku (B) çktLku (D) (A) yLku (B) çktLku{ktÚke fkuE Lknª
2266,4,Unclassified,Unclassified,Unclassified,,"{økV¤e {kxuLkwt hk»xÙeÞ MktþkuÄLk fuLÿ søkwËý ¾kíku ykðu÷wt Au. (A) {kºk 1 yLku 4 (B) {kºk 2 yLku 4 (C) {kºk 1, 2 yLku 4 (D) {kºk 2, 3 yLku 4"
2267,78,Unclassified,Unclassified,Unclassified,,ðkíkkðhýLkk fw÷ ðkÞw h[Lkk{kt Lke[uLkk Ãkife fÞku ðkÞw yu MkkiÚke ykuAk «ríkþík Ähkðu Au ? (A) rn÷eÞ{ (B) nkEzÙkusLk (C) ykuÍkuLk (D) rLkÞkuLk
2268,79,Unclassified,Unclassified,Unclassified,,ðkíkkðhýeÞ s¤ çkk»Ãk .......... MkkÚku ½xíke òÞ Au. (A) yûkktþ (B) Ÿ[kE (C) hkníkLkk ÃkðLk íkhVLke çkksw (Windward side of relief) (D) Mk{wÿÚke ytíkh
2269,80,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,"Lke[uLkk Ãkife fÞwt ðkíkkðhýeÞ íkkuVkLk yu WËT¼ð, rðfkMk yLku ÷ûkýkuLke çkkçkík{kt íkÆLk r¼LLk Au ? (A) xkuLkuozku (Tornado) (B) xkÞVqLk (Typhoon) (C) økksðes MkkÚku ðkðkÍkuzwt (Thunderstorm) (D) nhefuLk (Hurricane)"
2270,81,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife Ãk]Úðe ÃkhLkwt fÞwt «kf]ríkf ík¥ð yu Mk{økúík: heíku MkkiÚke ðÄw «ríkþík{kt òuðk {¤u Au ? (A) rLkf÷ (B) {uøLkurþÞ{ (C) ÷ku¾tz (D) yuÕÞwr{rLkÞ{
2271,4,Unclassified,Unclassified,Unclassified,,"{nkhk»xÙ (A) a - 3, b - 2, c - 1, d - 4 (C) a - 4, b - 2, c - 3, d - 1 (B) a - 2, b - 1, c - 4, d - 3 (D) a - 2, b - 4, c - 3, d - 1"
2272,83,Unclassified,Unclassified,Unclassified,,«uh-he (Prairie) ûkuºk yu .......... {kxu «ÏÞkík Au. (A) çkkøkkÞík (B) zuhe Wãkuøk (C) ðkrýÂßÞf yLkksLke ¾uíke (D) f]r»k ðLkefhý (Agro Forestry) CSP – 2 – MASTER] 26 [Contd. M
2273,84,Unclassified,Unclassified,Unclassified,,"¼khíkLkk f]r»k ykŠÚkf ûkuºkku .......... îkhk rLkrùík fhðk{kt ykÔÞkt Au. (A) f]r»k {tºkk÷Þ, ¼khík (B) CSIR (C) ICAR (D) {kxe yLku s{eLk ðÃkhkþ Mkðuoûký MktMÚkk"
2274,85,Unclassified,Unclassified,Unclassified,,Lke[uLkk Ãkife fÞk hkßÞ{kt 2011 Lke ðMíke økýíkhe «{kýu ðMíke{kt ½xkzku LkkUÄkÞu÷ Au ? (A) yYýk[÷ «Ëuþ (B) fuh¤ (C) Lkkøkk÷uLz (D) rºkÃkwhk
2275,4,Unclassified,Unclassified,Unclassified,,"ykuMxhef ÃkrhðkhLke ¼k»kkyku{kt fk~{ehe, ®MkÄe yLku økwshkíke ¼k»kkLkku Mk{kðuþ ÚkkÞ Au. (A) 1, 2, 3 yLku 4 (B) {kºk 2, 3 yLku 4 (C) {kºk 1, 2 yLku 3 (D) {kºk 1 yLku 4"
2276,3,Unclassified,Unclassified,Unclassified,,"ËrhÞkrfLkkhk MkwÄe rðMíkhu÷k Wå[ «ËuþLkk rfLkkhkyku ytËhLkk «Ëuþku{kt sðk{kt rðûkuÃkYÃk Au. (A) {kºk 1 yLku 2 (B) 1, 2 yLku 3 (C) {kºk 2 yLku 3 (D) {kºk 1 yLku 3"
2277,3,Unclassified,Unclassified,Unclassified,,"ÍuhkuVkExTMk yu yuðk Akuz Au fu su ÉíkwfeÞ yÚkðk çkkh{kMke Ëw»fk¤{kt yLkwfq÷Lk Ähkðu Au (A) 1, 2 yLku 3 (B) {kºk 1 yLku 3 (C) {kºk 2 yLku 3 (D) {kºk 1 yLku 2"
2278,3,Unclassified,Unclassified,Unclassified,,"yk støk÷kuLkk ð]ûkku ÃkkLk¾h{kt íku{Lkk Ãkýkuo ¾uhðu Au. (A) {kºk 2 (B) 1, 2 yLku 3 (C) {kºk 1 yLku 2 (D) {kºk 3"
2279,4,Unclassified,Unclassified,Unclassified,,Ãkrù{{kt {æÞ «Ëuþ Au. (A) {kºk 1 (B) {kºk 2 yLku 3 (C) {kºk 3 yLku 4 (D) {kºk 4 CSP – 2 – MASTER] 28 [Contd. M
2280,4,Unclassified,Unclassified,Unclassified,,"{ne LkËeyu {æÞ«Ëuþ, {nkhk»xÙ yLku økwshkík hkßÞku{ktÚke ÃkMkkh ÚkkÞ Au. (A) 1, 2, 3 yLku 4 (B) {kºk 2, 3 yLku 4 (C) {kºk 1 yLku 3 (D) {kºk 1, 3 yLku 4"
2281,4,Unclassified,Unclassified,Unclassified,,"Ëuð¼qr{ îkhfk (A) a - 1, b - 2, c - 3, d - 4 (C) a - 3, b - 4, c - 1, d - 2 (B) a - 2, b - 3, c - 1, d - 4 (D) a - 4, b - 1, c - 2, d - 3"
2282,4,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,"çku f]r»k ykçkkunðk ûkuºkku yu Ërûký økwshkík ûkuºk (¼khu ðhMkkË ûkuºk) yLku Ërûký økwshkík ûkuºk Au. (A) 1, 2, 3 yLku 4 (B) {kºk 1, 2 yLku 4 (C) {kºk 1, 3 yLku 4 (D) {kºk 2, 3 yLku 4"
2283,3,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,"sB{w yLku fk~{eh{kt Xtzk ¼usðk¤k rþÞk¤k «fkhLke ykçkkunðk òuðk {¤u Au. (A) {kºk 1 yLku 3 (B) {kºk 2 (C) 1, 2 yLku 3 (D) {kºk 2 yLku 3"
2284,3,Unclassified,Unclassified,Unclassified,,"rîÃkfÕÃkLke LkËeyku yu yLkwðíkeo (consequent) s¤Ãkrhðn (drainages)Lkwt WËknhý Au. (A) 1, 2 yLku 3 (B) {kºk 2 yLku 3 (C) {kºk 1 yLku 3 (D) {kºk 1 yLku 2"
2285,3,Unclassified,Unclassified,Unclassified,,{nkËuð xufheyku – {æÞ ¼khík (A) {kºk 1 yLku 2 (B) {kºk 2 yLku 3 CSP – 2 – MASTER]
2286,4,Unclassified,Unclassified,Unclassified,,{efeh xufheyku – W¥kh Ãkqðo ¼khík (C) {kºk 3 yLku 4 30 (D) {kºk 2 yLku 4 [Contd. M
2287,97,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,rðï{kt {kAe{khe {kxuLkk MkkiÚke {n¥ðLkk MÚk¤ku íÞkt òuðk {¤u fu su ûkuºkku{kt .......... nkuÞ. (A) økh{ yLku Xtzk ðkíkkðhýeÞ «ðknku {¤íkk nkuÞ. (B) LkËeyku çknku¤k «{ký{kt íkkswt Ãkkýe ËrhÞk{kt Xk÷ðíke nkuÞ. (C) Mk{wÿLkk økh{ yLku Xtzk «ðknku {¤íkk nkuÞ. (D) ¾tzeÞ Aks÷e yu ô[eLke
2288,4,Unclassified,Unclassified,Unclassified,,"yhðÕ÷e Ãkðoík{k¤kyku (Ranges) (A) {kºk 1, 2 yLku 3 (C) {kºk 1 yLku 3 (B) {kºk 2 yLku 4 (D) 1, 2, 3 yLku 4"
2289,99,Unclassified,Unclassified,Unclassified,,xqtfkøkk¤kLke nðk{kLkLke ykøkkne {kxu Lke[uLkk ÃkifeLke fE ½xLkkyu ¼khíkeÞ WÃk¾tz {kxu Lkçk¤k ðhMkkË MkkÚku Mktf¤kÞu÷e Au ? (A) ÷k LkeLkk (La Nina) (B) sux MxÙe{Lke («ðknLke) økrík (C) y÷ LkeLkku (El Nino) (D) ðirïf íkkÃk ð]ÂæÄ (ø÷kuçk÷ ðku{eOøk)
2290,3,Unclassified,Unclassified,Unclassified,,"nkzoðuh zÙkEðh (A) {kºk 1 (B) {kºk 1 yLku 2 (C) {kºk 2 yLku 3 (D) 1, 2 yLku 3"
2291,101,Unclassified,Unclassified,Unclassified,,.......... yuf {kuçkkE÷ yuÃk Au su ¼khíkLku “fuþ £e” çkLkkððk {kxu y{÷{kt {qfðk{kt ykðu÷ Au. (A) ¼khík ELxhLkuþLk÷ Vkuh {Lke (B) ¼khík ELMkuLxeÔMk Vkuh {Lke (C) ¼khík ELxhVuMk Vkuh {Lke (D) WÃkhLkk Ãkife fkuE Lknª
2292,102,Unclassified,Unclassified,Unclassified,,NPTEL Lkwt yk¾wt Lkk{ .......... Au. (A) LkuþLk÷ «kuøkúk{ ykuLk xufLkku÷kuSf÷ yuLknuLMz ÷LkeOøk (B) LkuþLk÷ «kuøkúk{ ykuLk xufLkef÷ E fLkuõx ÷LkeOøk (C) LkuþLk÷ Ãkkur÷Mke ykuLk xufLkku÷kuSf÷ yuLknuLMz ÷LkeOøk (D) LkuþLk÷ Ãkkuxo÷ ykuLk xe[ªøk yuLknuLMz ÷LkeOøk
2293,103,Unclassified,Unclassified,Unclassified,,"¼khíkeÞ LkkifkË¤ îkhk 20 LkðuBçkh, 1956 Lkk hkus ÷kuL[ fhðk{kt ykðu÷ «Úk{ ÞwæÄ snks .......... níkwt (A) ykE.yuLk.yuMk. ¾wfhe (B) ykE.yuLk.yuMk. þÂõík (C) ykE.yuLk.yuMk. ysÞ (D) ykE.yuLk.yuMk. rðLkkþ"
2294,104,Unclassified,Unclassified,Unclassified,,Lke[uLkk{ktÚke fE ze.ykh.ze.yku. îkhk rðfMkkððk{kt ykðu÷ ykÄwrLkf xkuÃkeozku çk[kð «ýkr÷ yuzðkLMz xkÃkeozku rzVuLMk rMkMx{ (Advanced Torpedo Defence System) (ATDS) Au ? (A) ykfkþËeÃk CSP – 2 – MASTER] (B) {khe[ (C) YMík{ 32 (D) rLk»kkË [Contd. M
2295,105,Unclassified,Unclassified,Unclassified,,[tÿÞkLk-1 Lkwt r÷^x-ykìV {kMk (Ë¤) [tÿÞkLk-2 Lkk r÷^x-ykìV {kMk (Ë¤) fhíkkt .......... níkwt. (A) ðÄkhu (B) ykuAwt (C) Mk{kLk (D) [tÿÞkLk-1 {kt fkuE r÷^x-ykìV {kMk (Ë¤) Lknkuíkwt
2296,106,Unclassified,Unclassified,Unclassified,,íkksuíkh{kt Mk{k[kh{kt ykðu÷ “{tfe Veðh” (Monkey fever) yÚkðk “õÞkMkLkwh” (Kyasanur) Lkk{Lkku hkuøk Lke[uLkk{ktÚke þkLkk fkhýu ÚkkÞ Au ? (A) çkuõxuheÞk (B) ðkEhMk (C) Vqøk (D) WÃkhLkk{ktÚke yufÃký Lknª
2297,107,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,ze.ykh.ze.yku. îkhk “ÕÞwfkuMfeLk” (Lukoskin) Lkk{Lke Ëðk rðfMkkðu÷ Au. suLkku WÃkÞkuøk .......... Lkk E÷ks{kt fhðk{kt ykðu Au. (A) ÕÞwfkuheÞk (Leukorrhea) (B) VuVMkkLkwt fuLMkh (Lung Cancer) (C) fkuZ (Leucoderma) (D) ÕÞqfur{Þk (Leukemi)
2298,108,Unclassified,Unclassified,Unclassified,,VkuxkuMxux {þeLkLkwt zÙ{ .......... ÃkËkÚko{ktÚke çkLkkððk{kt ykðu Au. (A) yuÕÞwr{rLkÞ{ (Aluminium) (B) Mku÷urLkÞ{ (Selenium) (C) çkurhÞ{ (Barium) (D) MkeÍeÞ{ (Caesium)
2299,109,Science and Technology,Space and defence,isro-drdo-satellite-missile,isro,¼khíkeÞ yðfkþ MktþkuÄLk MktMÚkkLk (ISRO) îkhk yuf r{þLk ytíkøkoík ÷kuL[ fhðk{kt ykðu÷ Mkuxu÷kEx (WÃkøkún)Lke {n¥k{ MktÏÞk .......... Au. (A) 101 (B) 102 (C) 103 (D) 104
2300,110,Science and Technology,Energy and environment,energy-environment-climate,carbon,½Lk fku÷Mkk{ktÚke «ðkne nkEzÙkufkçkoLk çk¤íký{kt YÃkktíkrhík fhíke «r¢Þk .......... íkhefu yku¤¾kÞ Au. (A) «ðknefhý (Liquefaction) (B) fkçkkuoLkuþLk (Carbonation) (C) WÆeÃkf YÃkktíkhý (Catalytic conversion) (D) ¢ufªøk (Cracking)
2301,111,Unclassified,Unclassified,Unclassified,,¼qøk¼o Ãkh{kýw Ãkheûký «kusuõx (MkçkxuhuLkeÞLk LÞwÂõ÷Þh yuûkÃ÷kuÍLk «kusuõx - SNEP)Lke {tsqhe fÞk «ÄkLk{tºkeyu ykÃke níke ? (A) sðknh÷k÷ LknuY (B) ÷k÷çknkËwh þkMºke (C) EÂLËhk økktÄe (D) yx÷ rçknkhe ðksÃkuÞe
2302,112,Unclassified,Unclassified,Unclassified,,LÞwÂõ÷Þh yktíkh{k¤¾kfeÞ MkwrðÄkLkk rðfkMk {kxu ¼khíku hrþÞk yLku .......... MkkÚku rºkÃkûkeÞ yktíkhhk»xÙeÞ Mk{sqrík Ãkh MknerMk¬k fhu÷ Au. (A) ©e÷tfk (B) {k÷ËeÔMk (C) çkktø÷kËuþ (D) BÞkLk{kh
2303,2,Unclassified,Unclassified,Unclassified,,íku r{rLkx{kt ðÃkhkþLku çkË÷u zuxkLkk ðÃkhkþ «{kýu ðkuEMk fku÷Lku økýu Au. (A) {kºk 1 (B) {kºk 2 (C) 1 yLku 2 çktLku (D) 1 yLku 2 çktLku{ktÚke yufÃký Lknª CSP – 2 – MASTER] 34 [Contd. M
2304,114,Unclassified,Unclassified,Unclassified,,ç÷uf M{kufMko yux÷u þwt ? (A) Mk{wÿ{ktLkk nkEzÙkuÚk{o÷ {køkkuo (B) Úk{o÷ Ãkkðh Ã÷kLxLke r[{Lke{ktÚke çknkh Lkef¤íkkt «Ëqr»kík ík¥ðku (C) VuVMkkLkk fuLMkhLkk ËËeoyku (D) Äq{úÃkkLk rðhkuÄe [¤ð¤ [÷kðíkkt MðÞtMkuðfku
2305,4,Unclassified,Unclassified,Unclassified,,"ytíkøkkuo¤ ÷uLMk çk]nËËþof fk[ (magnifying glass) íkhefu ðÃkhkÞ Au. (A) {kºk 1, 2 yLku 3 (B) {kºk 1 yLku 2 (C) {kºk 2 yLku 3 (D) {kºk 1, 2 yLku 4"
2306,116,"Constitution, Polity, Social Justice and International Relations",International relations,foreign-policy-institutions,un,ÃkÞkoðhýeÞ «Ëq»kýLkk MktË¼o{kt “zxeo zÍLk” þçË«Þkuøk þwt Mkqr[ík fhu Au ? (A) ykuÍkuLkLkk Míkh{kt ½xkzku fhíkkt çkkh ík¥ðku. (B) ðknLk WíMksoLk{ktÚke Lkef¤íkkt çkkh ðkÞwyku. (C) Mxkunku{ Mkt{u÷Lk ytíkøkoík rLkŠËü MkËið r¢Þkþe÷ yuðk çkkh sirðf «Ëq»kýfkhfku. (D) ðkÞw «Ëq»ký yrÄrLkÞ
2307,3,Unclassified,Unclassified,Unclassified,,"Ãk]Úðe yLku MkqÞoLke ðå[u ykðk 5 ®çkËwyku Au. (A) {kºk 1 yLku 3 (B) {kºk 1 yLku 2 (C) {kºk 2 yLku 3 (D) 1, 2 yLku 3"
2308,2,Unclassified,Unclassified,Unclassified,,furLÿÞ ykhkuøÞ yLku Ãkrhðkh fÕÞký {tºkk÷Þu 9 {kMkÚke 15 ð»koÚke ykuAe ðÞsqÚk {kxu r{MkÕMk-Yçku÷k hMkefhý yr¼ÞkLk ykht¼u÷ Au. (A) {kºk 1 (B) {kºk 2 (C) 1 yLku 2 çktLku (D) 1 yLku 2 çktLku{ktÚke yufÃký Lknª CSP – 2 – MASTER] 36 [Contd. M
2309,2,Unclassified,Unclassified,Unclassified,,AuÕ÷ku ynuðk÷ 8{k ðÕzo ðkuxh Vkuh{ ¾kíku çkúkrÍr÷Þk{kt «rMkæÄ fhðk{kt ykÔÞku níkku. (A) {kºk 1 (B) {kºk 2 (C) 1 yLku 2 çktLku (D) 1 yLku 2 çktLku{ktÚke yufÃký Lknª
2310,120,Unclassified,Unclassified,Unclassified,,“Wßsð÷k Ã÷Mk”Lkku WÆuþ fÞku Au ? (A) çke.Ãke.yu÷. ÃkrhðkhkuLku 2020 MkwÄe{kt hMkefhý nuX¤ ykðhe ÷uðk. (B) økheçk ÃkheðkhkuLkk ÷k¼kÚkuo ÷kufLku hktÄý økuMkLkk fLkuõþLk ËkLk fhðk {kxu Aqx ykÃkðe. (C) 100% økúkBÞ rðs¤efhý rMkæÄ fhðwt. (D) Mkkðorºkf hnuýktf rðs¤efhý rMkæÄ fhðwt.
2311,2,Unclassified,Unclassified,Unclassified,,íku ËrhÞk{kt hnuíkkt [¤fíkk Ãkhðk¤k îkhk WíMksoLk fhðk{kt ykðíkk «fkþ Úkfe Ãkrhý{u Au. (A) {kºk 1 (B) {kºk 2 (C) 1 yLku 2 çktLku (D) 1 yLku 2 çktLku{ktÚke yufÃký Lknª
2312,2,Unclassified,Unclassified,Unclassified,,yðLkðk ÃkÞkoðhý MktçktÄe fkÞo¢{kuLkk ynuðk÷ hsq fhðk {kxu ¼køk ÷E hnu÷ ËuþLkk þnuhkuLku íku yk{trºkík fhu Au. (A) {kºk 1 (B) {kºk 2 (C) 1 yLku 2 çktLku (D) 1 yLku 2 çktLku{ktÚke yufÃký Lknª
2313,123,Unclassified,Unclassified,Unclassified,,sLkeLk Ãkheûký MktË¼uo Lke[uLkk Ãkife fÞwt / fÞkt rðÄkLk / rðÄkLkku MkíÞ Au ? (A) sLkeLk Ãkheûký ÔÞÂõíkLkk Ãkqðos rLkÄkorhík fhðk WÃkÞkuøk{kt ÷E þfkÞ Au. (B) sLkeLk Ãkheûký ykLkwðtrþf MktçktÄe ¾k{eyku Ëqh fhðk WÃkÞkuøke ÚkE þfu Au. (C) (A) íkÚkk (B) çktLku (D) (A) yÚkðk (B) çktLk
2314,3,Unclassified,Unclassified,Unclassified,,"rMkhkr{f ÞwhurLkÞ{ ykuõMkkEzYÃke çk¤íkýLke nòhku LkkLkfze xefzeykuÚke heyuõxhLke fkuh çkLku Au. (A) {kºk 1 yLku 3 (B) {kºk 2 yLku 3 (C) 1, 2 yLku 3 (D) {kºk 1 yLku 2 CSP – 2 – MASTER] 38 [Contd. M"
2315,4,Unclassified,Unclassified,Unclassified,,"yðfkþ {Úkf Ãkh ð»ko 2014 {kt Mkki «Úk{ ¢q (crew) ÃknkU[u÷ (A) 1, 2, 3 yLku 4 (B) {kºk 2 yLku 3 (C) {kºk 1 yLku 4 (D) {kºk 1, 2 yLku 3"
